	Lattice depth (Er)	Lattice depth (uK)	Excitation freq. 1->2 (Hz)	Excitation freq. 1->3 (Hz)	Excitation freq. 1->4 (Hz)	Excitation freq. 1->5 (Hz)	Excitation freq. 1->6 (Hz)	Excitation freq. 1->7 (Hz)	Excitation freq. 1->8 (Hz)	Excitation freq. 1->9 (Hz)	Excitation freq. 1->10 (Hz)
149	149.0	14.500636762670847	35547.81443641362	35547.81443641679	69445.61751941536	70255.72804128198	70255.72804128233	102422.61319022493	102422.6131902271	104055.602655122	104112.10194431237
150	150.0	14.59795647248743	35672.422932777954	35672.422932781876	69695.34919982502	70505.26584136662	70505.2658413692	102798.18721123943	102798.18721124087	104430.72224507072	104486.96199607235
151	151.0	14.695276182304013	35796.615110130435	35796.61511013101	69944.24242969735	70753.9673490088	70753.96734900975	103172.49179685049	103172.4917968528	104804.57760777268	104860.56107282506
152	152.0	14.792595892120596	35920.395115416155	35920.39511542267	70192.30560957105	71001.84092561126	71001.84092561345	103545.53977579005	103545.53977579086	105177.18147513992	105232.91184146857
153	153.0	14.889915601937178	36043.76702717432	36043.76702718233	70439.5470004351	71248.8947940197	71248.8947940237	103917.34376146665	103917.34376147193	105548.54636624837	105604.02675780572
154	154.0	14.98723531175376	36166.734857064366	36166.734857067306	70685.97472695509	71495.13704171123	71495.13704171152	104287.91615699138	104287.916156996	105918.68459224098	105973.9180714199
155	155.0	15.084555021570345	36289.302551459776	36289.30255146099	70931.59678067431	71740.57562393883	71740.57562393966	104657.26916010783	104657.26916011033	106287.60826122259	106342.59783048088
156	156.0	15.181874731386925	36411.47399286563	36411.47399287525	71176.42102297136	71985.2183666823	71985.2183666888	105025.41476787973	105025.41476788059	106655.32928285905	106710.07788631014
157	157.0	15.27919444120351	36533.25300139524	36533.25300139812	71420.45518803052	72229.07296961382	72229.07296961594	105392.36478134323	105392.3647813445	107021.85937295266	107076.36989790403
158	158.0	15.376514151020094	36654.64333612276	36654.64333612489	71663.7068857506	72472.1470089224	72472.1470089231	105758.13080994043	105758.13080994104	107387.21005780144	107441.48533622001
159	159.0	15.473833860836676	36775.64869650114	36775.64869650668	71906.18360447498	72714.44794005783	72714.44794006094	106122.72427587783	106122.72427588106	107751.39267852332	107805.43548849273
160	160.0	15.571153570653259	36896.27272361774	36896.272723618546	72147.89271373043	72955.98310044737	72955.9831004515	106486.15641834232	106486.15641834255	108114.41839518098	108168.23146226896
161	161.0	15.668473280469842	37016.51900151826	37016.519001520566	72388.84146684199	73196.75971207036	73196.75971207226	106848.43829758346	106848.43829758393	108476.29819080676	108529.88418944248
162	162.0	15.765792990286425	37136.39105844479	37136.39105845135	72629.03700347616	73436.78488398377	73436.7848839884	107209.58079888676	107209.58079888747	108837.04287532775	108890.40443007581
163	163.0	15.863112700103008	37255.89236801816	37255.89236801891	72868.48635212478	73676.06561479144	73676.06561479927	107569.59463642031	107569.59463642452	109196.6630893463	109249.80277618385
164	164.0	15.96043240991959	37375.02635041882	37375.026350424065	73107.1964325208	73914.60879502966	73914.60879503646	107928.4903570195	107928.49035702	109555.16930789629	109608.08965542527
165	165.0	16.057752119736172	37493.796373582154	37493.796373586076	73345.17405800644	74152.42120950755	74152.42120950975	108286.27834381131	108286.2783438174	109912.5718439755	109965.27533460944
166	166.0	16.155071829552757	37612.205754243485	37612.20575424729	73582.42593775781	74389.50953952716	74389.50953953125	108642.96881977662	108642.96881977963	110268.88085206125	110321.36992319564
167	167.0	16.25239153936934	37730.25775906947	37730.25775906947	73818.95867905517	74625.8803651477	74625.880365151	108998.57185117215	108998.57185117365	110624.10633154011	110676.38337662896
168	168.0	16.349711249185923	37847.955605645824	37847.95560565378	74054.77878939676	74861.54016722698	74861.54016722889	109353.09735088894	109353.09735089075	110978.25812994395	111030.32549959168
169	169.0	16.447030959002507	37965.30246363624	37965.3024636363	74289.89267865961	75096.49532963274	75096.4953296332	109706.55508174999	109706.55508175692	111331.34594626114	111383.20594927236
170	170.0	16.54435066881909	38082.30145557888	38082.30145559289	74524.3066610363	75330.75214110325	75330.75214111281	110058.95465959908	110058.95465960114	111683.37933393297	111735.03423832302
171	171.0	16.641670378635673	38198.955658074156	38198.95565807733	74758.02695714321	75564.31679740435	75564.3167974055	110410.3055564854	110410.30555648846	112034.36770404791	112085.81973801827
172	172.0	16.73899008845225	38315.26810254918	38315.268102549584	74991.05969587273	75797.1954030759	75797.19540307618	110760.61710358366	110760.61710358501	112384.32032817487	112435.57168106842
173	173.0	16.83630979826884	38431.24177629391	38431.241776295006	75223.41091631015	76029.39397341532	76029.39397341832	111109.89849418348	111109.89849418569	112733.24634133538	112784.29916456905
174	174.0	16.93362950808542	38546.87962328849	38546.87962329079	75455.08656952543	76260.91843622606	76260.91843623124	111458.15878644372	111458.15878644458	113081.15474472739	113132.0111526817
175	175.0	17.030949217902002	38662.184545143995	38662.18454514492	75686.0925204666	76491.77463367477	76491.77463367584	111805.40690628956	111805.4069062911	113428.05440855362	113478.71647945514
176	176.0	17.128268927718583	38777.15940187938	38777.15940188277	75916.43454954855	76721.96832390009	76721.9683239023	112151.65164996644	112151.65164997004	113773.95407460397	113824.42385133453
177	177.0	17.22558863753517	38891.80701280018	38891.80701280577	76146.11835447019	76951.50518280013	76951.50518280214	112496.90168678379	112496.90168679063	114118.86235888164	114169.14184983078
178	178.0	17.32290834735175	39006.13015727855	39006.13015728126	76375.14955179016	77180.39080558775	77180.39080558822	112841.16556160015	112841.16556160353	114462.78775409986	114512.8789339619
179	179.0	17.420228057168334	39120.131575581014	39120.131575584586	76603.53367859058	77408.63070845943	77408.63070846091	113184.45169735592	113184.4516973581	114805.73863220506	114855.64344273134
180	180.0	17.517547766984915	39233.81396957786	39233.81396957856	76831.27619401593	77636.23033010871	77636.23033010888	113526.76839748102	113526.76839748526	115147.7232467229	115197.44359747718
181	181.0	17.6148674768015	39347.18000354143	39347.1800035446	77058.38248079855	77863.19503325305	77863.19503325691	113868.12384826757	113868.12384827253	115488.74973507151	115538.28750419308
182	182.0	17.71218718661808	39460.23230482942	39460.23230483357	77284.8578467487	78089.53010608372	78089.53010608556	114208.52612115789	114208.52612115869	115828.82612092157	115878.18315575857
183	183.0	17.809506896434666	39572.973464658964	39572.97346466202	77510.70752622017	78315.24076376806	78315.2407637702	114547.98317502209	114547.98317502456	116167.96031631477	116217.13843419334
184	184.0	17.906826606251247	39685.406038733694	39685.40603873779	77735.93668154563	78540.33214982065	78540.33214982417	114886.5028583415	114886.50285834324	116506.1601239164	116555.16111276273
185	185.0	18.004146316067832	39797.53254797904	39797.532547979274	77960.55040435879	78764.80933746447	78764.80933747231	115224.0929113273	115224.09291132759	116843.43323908033	116892.25885808615
186	186.0	18.101466025884417	39909.355479116704	39909.35547912356	78184.5537169919	78988.67733097423	78988.67733097446	115560.76096801124	115560.76096801124	117179.78725190116	117228.43923214171
187	187.0	18.198785735700994	40020.87728543695	40020.87728543996	78407.9515737858	79211.9410670155	79211.94106701632	115896.51455830144	115896.51455830374	117515.22964925993	117563.70969432447
188	188.0	18.29610544551758	40132.10038730476	40132.100387308965	78630.74886235529	79434.60541586271	79434.60541586351	116231.36110992797	116231.3611099302	117849.76781673287	117898.07760332992
189	189.0	18.393425155334164	40243.02717284848	40243.027172851944	78852.95040483808	79656.67518268336	79656.67518268566	116565.30795040364	116565.30795040398	118183.40904055658	118231.55021905762
190	190.0	18.490744865150745	40353.6599985411	40353.65999854243	79074.56095916497	79878.1551087592	79878.1551087593	116898.3623089141	116898.36230891508	118516.1605094565	118564.13470450831
191	191.0	18.588064574967326	40464.00118974426	40464.001189750146	79295.5852201828	80099.04987261775	80099.04987261999	117230.53131812668	117230.53131812789	118848.02931647666	118895.838127502
192	192.0	18.68538428478391	40574.05304135391	40574.05304135939	79516.02782086442	80319.36409123847	80319.3640912413	117561.82201602115	117561.82201602368	119179.02246074213	119226.66746252225
193	193.0	18.782703994600492	40683.81781830259	40683.81781830426	79735.89333344065	80539.10232117483	80539.10232117573	117892.24134763375	117892.24134763652	119509.146849235	119556.62959240076
194	194.0	18.880023704417077	40793.29775610602	40793.29775610602	79955.18627049547	80758.26905962039	80758.2690596236	118221.79616676702	118221.79616677095	119838.40929844262	119885.73130998256
195	195.0	18.97734341423366	40902.49506142261	40902.49506143103	80173.91108606836	80976.86874553481	80976.86874554085	118550.4932376592	118550.49323766526	120166.8165360224	120213.97931979444
196	196.0	19.074663124050243	41011.41191257179	41011.41191257295	80392.07217669796	81194.90576067311	81194.90576067835	118878.33923664728	118878.33923664954	120494.3752024563	120541.38023965259
197	197.0	19.171982833866824	41120.05045997722	41120.050459977974	80609.67388243126	81412.38443058051	81412.3844305808	119205.34075367461	119205.34075367547	120821.09185252152	120867.94060214279
198	198.0	19.26930254368341	41228.41282677862	41228.41282677897	80826.7204879426	81629.30902567547	81629.30902567724	119531.50429399191	119531.50429399646	121146.97295700967	121193.66685630847
199	199.0	19.36662225349999	41336.50110919248	41336.501109197154	81043.21622337506	81845.68376214911	81845.68376215054	119856.83627954355	119856.83627954588	121472.02490402595	121518.56536897806
200	200.0	19.463941963316575	41444.31737710357	41444.317377107895	81259.16526540366	82061.51280297647	82061.51280297963	120181.3430505291	120181.34305053538	121796.25400062643	121842.64242633177
201	201.0	19.56126167313316	41551.86367439947	41551.86367439965	81474.57173812657	82276.80025881666	82276.80025881734	120505.03086682856	120505.0308668306	122119.6664741476	122165.90423527252
202	202.0	19.65858138294974	41659.14201956616	41659.14201956812	81689.43971405074	82491.5501889701	82491.55018897247	120827.9059094443	120827.90590944618	122442.26847368751	122488.3569248636
203	203.0	19.755901092766322	41766.15440599284	41766.15440599573	81903.77321492364	82705.76660223973	82705.76660224012	121149.97428184927	121149.97428185353	122764.06607140679	122810.00654763264
204	204.0	19.853220802582907	41872.902802507815	41872.902802511504	82117.57621263688	82919.45345780547	82919.453457808	121471.2420113998	121471.24201140681	123085.06526393791	123130.85908098113
205	205.0	19.950540512399492	41979.38915375277	41979.38915376297	82330.85263012131	83132.61466611321	83132.61466612405	121791.71505060261	121791.71505060457	123405.27197363472	123450.92042840672
206	206.0	20.04786022221607	42085.615380606636	42085.615380609685	82543.60634213532	83345.2540896955	83345.25408969591	122111.399278456	122111.39927846263	123724.69204991902	123770.19642082632
207	207.0	20.145179932032654	42191.583380559416	42191.5833805611	82755.84117609682	83557.3755439198	83557.37554392274	122430.30050168413	122430.30050168581	124043.33127046262	124088.69281779564
208	208.0	20.24249964184924	42297.29502817608	42297.295028179826	82967.56091297952	83768.98279794348	83768.98279794994	122748.42445600091	122748.4244560028	124361.1953424832	124406.41530876585
209	209.0	20.33981935166582	42402.752175457244	42402.75217545862	83178.76928796474	83980.07957537078	83980.07957537175	123065.77680732844	123065.7768073297	124678.28990392043	124723.3695142174
210	210.0	20.4371390614824	42507.95665215092	42507.95665215363	83389.46999128882	84190.66955502344	84190.66955502899	123382.36315293153	123382.36315293505	124994.62052456176	125039.5609868683
211	211.0	20.534458771298986	42612.91026622716	42612.91026623109	83599.66666900006	84400.75637178207	84400.75637178523	123698.18902265196	123698.18902265889	125310.19270727501	125354.99521280198
212	212.0	20.631778481115568	42717.61480416221	42717.6148041701	83809.36292366857	84610.34361721057	84610.34361721456	124013.25987998048	124013.25987998245	125625.01188904866	125669.67761257054
213	213.0	20.729098190932152	42822.07203136558	42822.072031372954	84018.56231513125	84819.43484035622	84819.43484035783	124327.58112320886	124327.5811232143	125939.08344217924	125983.61354231524
214	214.0	20.826417900748734	42926.283692428326	42926.28369243103	84227.26836118003	85028.03354840098	85028.03354840208	124641.15808647753	124641.15808648172	126252.41267524194	126296.808294808
215	215.0	20.923737610565315	43030.25151156695	43030.25151157254	84435.48453827424	85236.14320737534	85236.14320737631	124953.99604087177	124953.99604087471	126565.00483424212	126609.2671004831
216	216.0	21.0210573203819	43133.97719289645	43133.977192896964	84643.21428219725	85443.76724283079	85443.76724283546	125266.10019547069	125266.10019547104	126876.86510359056	126920.99512852923
217	217.0	21.118377030198484	43237.46242075892	43237.46242075921	84850.46098874378	85650.90904048868	85650.90904049283	125577.47569830835	125577.47569831049	127187.9986071179	127231.99748779357
218	218.0	21.215696740015066	43340.70886007548	43340.70886007691	85057.22801435717	85857.57194689127	85857.57194689894	125888.12763743734	125888.12763743993	127498.41040907615	127542.27922786154
219	219.0	21.313016449831647	43443.71815661206	43443.71815661857	85263.51867671445	86063.75927002355	86063.75927002367	126198.06104185952	126198.06104186378	127808.10551509082	127851.84533992026
220	220.0	21.410336159648235	43546.49193735251	43546.4919373588	85469.33625548371	86269.4742799648	86269.47427996501	126507.2808825271	126507.28088252952	128117.08887313139	128160.70075780642
221	221.0	21.507655869464813	43649.03181071988	43649.031810722474	85674.68399278661	86474.72020945366	86474.72020945474	126815.7920732251	126815.79207322646	128425.3653744069	128468.85035882468
222	222.0	21.604975579281398	43751.33936691299	43751.33936691356	85879.56509385911	86679.50025448727	86679.50025449063	127123.59947150505	127123.59947150627	128732.93985428629	128776.29896469114
223	223.0	21.70229528909798	43853.41617821215	43853.41617821451	86083.98272767503	86883.81757495766	86883.8175749602	127430.70787962317	127430.70787962795	129039.81709320936	129083.05134244257
224	224.0	21.799614998914564	43955.26379923504	43955.26379923516	86287.9400274453	87087.67529514994	87087.67529515056	127737.12204538051	127737.12204538581	129346.001817543	129389.11220530428
225	225.0	21.896934708731145	44056.883767177926	44056.883767183856	86491.44009121746	87291.07650432226	87291.0765043278	128042.84666296166	128042.8466629654	129651.49870037912	129694.48621344005
226	226.0	21.99425441854773	44158.27760218876	44158.27760219245	86694.48598245488	87494.02425730223	87494.02425730326	128347.88637385148	128347.88637385493	129956.31236250607	129999.17797493674
227	227.0	22.091574128364307	44259.44680752187	44259.44680752372	86897.08073050316	87696.52157494376	87696.52157494429	128652.2457676062	128652.245767608	130260.44737308295	130303.19204647918
228	228.0	22.188893838180896	44360.39286985748	44360.39286986952	87099.22733117355	87898.57144470072	87898.57144470383	128955.92938266246	128955.92938266874	130563.90825051871	130606.5329342467
229	229.0	22.286213547997477	44461.11725957644	44461.117259577935	87300.92874726307	88100.1768211577	88100.17682115943	129258.94170717029	129258.94170717179	130866.69946326624	130909.20509462348
230	230.0	22.383533257814058	44561.621430931664	44561.621430934254	87502.18790903226	88301.34062648348	88301.34062648733	129561.28717973505	129561.28717973584	131168.82543056103	131211.21293504367
231	231.0	22.480852967630643	44661.90682235567	44661.90682235659	87703.0077146988	88502.06575094743	88502.06575094836	129862.97019018188	129862.97019018361	131470.29052315463	131512.5608146292
232	232.0	22.578172677447228	44761.97485671498	44761.974856718094	87903.39103100105	88702.35505345553	88702.35505345915	130163.99508036148	130163.9950803651	131771.09906416995	131813.25304506242
233	233.0	22.67549238726381	44861.826941478335	44861.82694148295	88103.34069356178	88902.2113619275	88902.2113619297	130464.36614477729	130464.36614478177	132071.2553296671	132113.2938912026
