	Lattice depth (Er)	Lattice depth (uK)	Excitation freq. min (Hz)	Excitation freq. max (Hz)	Excitation freq. (Hz)
717	1792.5	301.00471481079006	92946.78117836062	92946.78117840688	92946.7811783756
718	1795.0	301.4245261285178	93011.75705113795	93011.75705118118	93011.75705115042
719	1797.5	301.8443374462455	93076.68769114488	93076.68769119495	93076.68769115966
720	1800.0	302.26414876397325	93141.57319272081	93141.57319277346	93141.57319273647
721	1802.5	302.683960081701	93206.41364987778	93206.4136499236	93206.41364988756
722	1805.0	303.10377139942875	93271.20915629376	93271.20915634603	93271.20915630738
723	1807.5	303.5235827171565	93335.95980532152	93335.95980537181	93335.95980533514
724	1810.0	303.9433940348842	93400.6656900005	93400.66569005129	93400.66569001289
725	1812.5	304.36320535261194	93465.32690304055	93465.32690309382	93465.32690304708
726	1815.0	304.78301667033975	93529.94353683715	93529.94353689405	93529.94353684984
727	1817.5	305.20282798806744	93594.51568346642	93594.51568351871	93594.51568347831
728	1820.0	305.6226393057952	93659.04343468718	93659.04343474582	93659.04343469958
729	1822.5	306.0424506235229	93723.52688194005	93723.52688200194	93723.52688195699
730	1825.0	306.4622619412507	93787.96611636193	93787.96611642618	93787.96611638219
731	1827.5	306.88207325897844	93852.36122877002	93852.36122882443	93852.36122878295
732	1830.0	307.30188457670613	93916.71230966818	93916.71230973005	93916.71230968065
733	1832.5	307.7216958944339	93981.0194492573	93981.01944932187	93981.01944927231
734	1835.0	308.1415072121616	94045.28273743005	94045.28273748918	94045.28273744436
735	1837.5	308.5613185298894	94109.50226377121	94109.5022638329	94109.50226378636
736	1840.0	308.9811298476171	94173.6781175606	94173.67811763068	94173.67811757671
737	1842.5	309.4009411653448	94237.81038777521	94237.81038784832	94237.81038779627
738	1845.0	309.82075248307257	94301.89916310016	94301.89916316856	94301.89916311973
739	1847.5	310.2405638008004	94365.94453189881	94365.94453196714	94365.94453192496
740	1850.0	310.66037511852807	94429.94658225619	94429.94658232944	94429.94658227223
741	1852.5	311.0801864362558	94493.90540194635	94493.90540201719	94493.90540196416
742	1855.0	311.49999775398356	94557.821078454	94557.82107852837	94557.8210784712
743	1857.5	311.9198090717113	94621.69369896938	94621.69369904148	94621.69369897885
744	1860.0	312.33962038943906	94685.52335038509	94685.52335046126	94685.52335040072
745	1862.5	312.75943170716675	94749.31011930261	94749.31011938833	94749.31011932918
746	1865.0	313.1792430248945	94813.0540920463	94813.05409213046	94813.05409207738
747	1867.5	313.59905434262225	94876.75535462993	94876.7553547142	94876.75535464723
748	1870.0	314.01886566035	94940.41399279099	94940.41399287771	94940.41399282026
749	1872.5	314.43867697807775	95004.03009198062	95004.03009206658	95004.0300920015
750	1875.0	314.8584882958055	95067.60373736554	95067.60373745345	95067.60373738442
751	1877.5	315.2782996135332	95131.13501381622	95131.13501390851	95131.13501384191
752	1880.0	315.698110931261	95194.62400593703	95194.62400603249	95194.62400596512
753	1882.5	316.1179222489887	95258.07079805304	95258.07079814964	95258.07079807512
754	1885.0	316.53773356671644	95321.47547419186	95321.47547428533	95321.47547421248
755	1887.5	316.9575448844442	95384.83811811023	95384.83811821073	95384.83811813698
756	1890.0	317.3773562021719	95448.15881328858	95448.15881340102	95448.15881332297
757	1892.5	317.7971675198997	95511.43764294907	95511.43764305685	95511.43764297596
758	1895.0	318.2169788376274	95574.67469000912	95574.67469011818	95574.6746900366
759	1897.5	318.63679015535513	95637.8700371215	95637.87003723094	95637.87003715285
760	1900.0	319.0566014730829	95701.02376667962	95701.023766792	95701.02376671115
761	1902.5	319.4764127908107	95764.13596079576	95764.135960907	95764.13596083137
762	1905.0	319.8962241085384	95827.20670131368	95827.20670142653	95827.206701338
763	1907.5	320.3160354262661	95890.23606980838	95890.23606992292	95890.23606983892
764	1910.0	320.7358467439938	95953.22414758975	95953.22414770351	95953.22414761485
765	1912.5	321.15565806172157	96016.1710156953	96016.1710158165	96016.17101572496
766	1915.0	321.5754693794494	96079.07675490991	96079.07675503782	96079.07675494337
767	1917.5	321.995280697177	96141.94144575016	96141.94144587862	96141.94144578248
768	1920.0	322.4150920149048	96204.76516846131	96204.76516859268	96204.76516849398
769	1922.5	322.83490333263256	96267.54800304248	96267.5480031728	96267.54800307933
770	1925.0	323.2547146503603	96330.29002921496	96330.2900293467	96330.29002925688
771	1927.5	323.674525968088	96392.99132645792	96392.99132659797	96392.99132649718
772	1930.0	324.09433728581575	96455.6519739818	96455.65197411837	96455.65197401613
773	1932.5	324.5141486035435	96518.27205074826	96518.27205088829	96518.27205078362
774	1935.0	324.9339599212713	96580.85163545096	96580.85163560149	96580.85163548609
775	1937.5	325.353771238999	96643.39080655568	96643.39080670851	96643.39080659863
776	1940.0	325.7735825567267	96705.88964225126	96705.88964240093	96705.88964228974
777	1942.5	326.1933938744545	96768.34822047447	96768.34822062626	96768.3482205103
778	1945.0	326.6132051921822	96830.76661891575	96830.76661907625	96830.76661895745
779	1947.5	327.03301650991	96893.14491503515	96893.14491519796	96893.14491508214
780	1950.0	327.45282782763763	96955.48318601961	96955.48318618177	96955.48318605873
781	1952.5	327.87263914536544	97017.78150881173	97017.78150898295	97017.78150885686
782	1955.0	328.2924504630932	97080.03996012134	97080.03996029551	97080.03996017092
783	1957.5	328.71226178082094	97142.25861640392	97142.25861657517	97142.25861645206
784	1960.0	329.1320730985487	97204.43755386458	97204.43755404076	97204.43755391036
785	1962.5	329.55188441627644	97266.57684847784	97266.57684866662	97266.57684852889
786	1965.0	329.97169573400413	97328.67657597642	97328.6765761607	97328.67657603041
787	1967.5	330.3915070517319	97390.73681183798	97390.7368120218	97390.7368118851
788	1970.0	330.8113183694596	97452.75763131349	97452.75763150779	97452.75763136207
789	1972.5	331.2311296871873	97514.73910941074	97514.73910960846	97514.73910946572
790	1975.0	331.6509410049151	97576.68132090669	97576.68132110212	97576.68132095654
791	1977.5	332.0707523226428	97638.58434032556	97638.58434052818	97638.5843403778
792	1980.0	332.4905636403706	97700.44824197007	97700.44824217916	97700.44824202491
793	1982.5	332.9103749580983	97762.27309990984	97762.2731001169	97762.27309995944
794	1985.0	333.33018627582607	97824.05898796683	97824.05898818697	97824.05898802113
795	1987.5	333.7499975935538	97885.80597974431	97885.80597997132	97885.80597980205
796	1990.0	334.16980891128156	97947.51414861421	97947.51414884004	97947.51414866801
797	1992.5	334.5896202290093	98009.18356770289	98009.1835679281	98009.18356776102
798	1995.0	335.009431546737	98070.81430992285	98070.8143101578	98070.81430998309
799	1997.5	335.42924286446475	98132.40644795615	98132.40644819954	98132.4064480194
800	2000.0	335.8490541821925	98193.96005425368	98193.96005450205	98193.9600543158
801	2002.5	336.2688654999203	98255.47520104122	98255.47520129265	98255.47520110215
802	2005.0	336.68867681764794	98316.95196031762	98316.95196057262	98316.95196037629
803	2007.5	337.10848813537575	98378.39040384848	98378.39040410408	98378.39040391415
804	2010.0	337.5282994531035	98439.79060320594	98439.79060346482	98439.79060326984
805	2012.5	337.94811077083125	98501.15262970357	98501.15262997137	98501.15262976973
806	2015.0	338.36792208855894	98562.47655445598	98562.47655471945	98562.47655452372
807	2017.5	338.7877334062867	98623.76244835589	98623.7624486283	98623.76244842212
808	2020.0	339.20754472401444	98685.0103820652	98685.0103823397	98685.01038212974
809	2022.5	339.6273560417422	98746.22042603134	98746.22042631476	98746.22042609986
810	2025.0	340.04716735946994	98807.392650493	98807.39265077902	98807.39265056363
811	2027.5	340.46697867719763	98868.5271254626	98868.52712576141	98868.52712553267
812	2030.0	340.88678999492544	98929.62392073858	98929.62392104678	98929.6239208155
813	2032.5	341.30660131265313	98990.68310591202	98990.68310622552	98990.6831059851
814	2035.0	341.72641263038093	99051.70475034766	99051.70475066506	99051.70475042252
815	2037.5	342.14622394810857	99112.68892320964	99112.68892352504	99112.68892328127
816	2040.0	342.5660352658364	99173.63569343399	99173.63569376252	99173.63569350453
817	2042.5	342.9858465835641	99234.54512976266	99234.5451300874	99234.54512983843
818	2045.0	343.4056579012918	99295.41730071811	99295.41730105775	99295.41730079445
819	2047.5	343.82546921901957	99356.25227461223	99356.25227495297	99356.25227469447
820	2050.0	344.2452805367473	99417.05011956114	99417.05011990882	99417.05011964051
821	2052.5	344.66509185447507	99477.81090345673	99477.81090380896	99477.81090353703
822	2055.0	345.0849031722028	99538.53469398936	99538.53469434526	99538.53469407244
823	2057.5	345.50471448993056	99599.22155864803	99599.22155901325	99599.22155873013
824	2060.0	345.92452580765826	99659.87156472032	99659.87156509195	99659.87156480635
825	2062.5	346.34433712538606	99720.48477927239	99720.48477965622	99720.48477937056
826	2065.0	346.76414844311375	99781.06126918651	99781.06126956995	99781.06126928318
827	2067.5	347.18395976084156	99841.60110112898	99841.6011015277	99841.60110122568
828	2070.0	347.60377107856925	99902.10434158756	99902.10434199471	99902.10434168264
829	2072.5	348.02358239629694	99962.57105680981	99962.57105720734	99962.57105689838
830	2075.0	348.44339371402475	100023.00131287759	100023.00131329229	100023.00131296786
831	2077.5	348.86320503175244	100083.39517565213	100083.39517607873	100083.39517574763
832	2080.0	349.2830163494802	100143.75271081955	100143.7527112495	100143.75271092638
833	2082.5	349.70282766720794	100204.07398384696	100204.0739842912	100204.073983947
834	2085.0	350.1226389849357	100264.3590600103	100264.35906046582	100264.35906012483
835	2087.5	350.54245030266344	100324.60800440233	100324.60800486513	100324.60800451454
836	2090.0	350.96226162039125	100384.82088191394	100384.82088237583	100384.82088202739
837	2092.5	351.3820729381189	100444.99775722959	100444.99775770053	100444.9977573391
838	2095.0	351.8018842558467	100505.13869485901	100505.13869533995	100505.13869496468
839	2097.5	352.2216955735744	100565.24375910628	100565.2437595926	100565.24375921868
840	2100.0	352.64150689130213	100625.31301409045	100625.31301458762	100625.31301419805
841	2102.5	353.0613182090299	100685.34652373935	100685.3465242327	100685.34652386063
842	2105.0	353.48112952675757	100745.34435178606	100745.34435229948	100745.34435189673
843	2107.5	353.9009408444854	100805.30656178638	100805.30656230927	100805.30656191448
844	2110.0	354.3207521622131	100865.23321709335	100865.23321762228	100865.23321722214
845	2112.5	354.7405634799408	100925.12438088046	100925.1243814131	100925.12438100512
846	2115.0	355.16037479766857	100984.98011613208	100984.98011668582	100984.9801162559
847	2117.5	355.5801861153963	101044.80048564849	101044.80048620485	101044.80048577006
848	2120.0	355.99999743312407	101104.58555204228	101104.58555261696	101104.5855521745
849	2122.5	356.4198087508518	101164.33537774028	101164.33537831984	101164.33537787094
850	2125.0	356.8396200685795	101224.05002499424	101224.05002559083	101224.05002513136
851	2127.5	357.25943138630726	101283.72955585999	101283.72955645688	101283.72955600312
852	2130.0	357.67924270403506	101343.37403221717	101343.37403282867	101343.37403235979
853	2132.5	358.09905402176275	101402.98351576434	101402.98351638953	101402.98351591792
854	2135.0	358.5188653394905	101462.55806802717	101462.55806866082	101462.55806818315
855	2137.5	358.93867665721825	101522.09775033456	101522.09775098563	101522.09775049194
856	2140.0	359.358487974946	101581.60262384593	101581.60262451267	101581.6026239963
857	2142.5	359.77829929267375	101641.0727495444	101641.07275022448	101641.07274970424
858	2145.0	360.19811061040144	101700.50818823547	101700.50818892017	101700.50818839615
859	2147.5	360.6179219281292	101759.90900052471	101759.90900123499	101759.90900069725
860	2150.0	361.03773324585694	101819.27524688629	101819.27524759596	101819.27524705662
861	2152.5	361.4575445635847	101878.60698757898	101878.60698830003	101878.60698775006
862	2155.0	361.87735588131244	101937.90428270488	101937.9042834241	101937.90428287536
863	2157.5	362.2971671990402	101997.16719217825	101997.167192922	101997.16719235368
864	2160.0	362.7169785167679	102056.39577575527	102056.39577651396	102056.39577592773
865	2162.5	363.1367898344957	102115.59009301738	102115.59009379514	102115.59009319925
866	2165.0	363.5566011522234	102174.75020336443	102174.75020414549	102174.75020355209
867	2167.5	363.97641246995113	102233.87616603544	102233.8761668313	102233.87616621757
868	2170.0	364.3962237876789	102292.96804007588	102292.96804089681	102292.9680402683
869	2172.5	364.8160351054066	102352.02588440769	102352.02588523032	102352.02588460213
870	2175.0	365.2358464231344	102411.0497577286	102411.04975857079	102411.0497579295
871	2177.5	365.65565774086207	102470.03971860762	102470.03971945301	102470.0397188038
872	2180.0	366.0754690585898	102528.99582541677	102528.99582629545	102528.99582562206
873	2182.5	366.49528037631757	102587.91813639527	102587.91813727692	102587.91813660665
874	2185.0	366.9150916940453	102646.806709584	102646.80671048026	102646.80670979233
875	2187.5	367.33490301177306	102705.66160286317	102705.66160378042	102705.66160308105
876	2190.0	367.7547143295008	102764.48287396891	102764.4828749003	102764.48287418259
877	2192.5	368.1745256472285	102823.2705804454	102823.27058140059	102823.27058067304
878	2195.0	368.5943369649563	102882.02477969436	102882.02478065835	102882.02477991645
879	2197.5	369.01414828268406	102940.74552893914	102940.7455299197	102940.74552917504
880	2200.0	369.43395960041175	102999.43288525027	102999.43288624795	102999.43288548377
881	2202.5	369.8537709181395	103058.08690552195	103058.0869065478	103058.08690575414
882	2205.0	370.2735822358672	103116.70764651854	103116.70764754659	103116.70764675728
883	2207.5	370.693393553595	103175.29516479939	103175.29516585417	103175.29516505147
884	2210.0	371.1132048713227	103233.84951679061	103233.84951786323	103233.84951704681
885	2212.5	371.53301618905044	103292.37075876856	103292.37075985536	103292.37075902132
886	2215.0	371.9528275067782	103350.85894682075	103350.85894792606	103350.85894708075
887	2217.5	372.372638824506	103409.31413690033	103409.31413802535	103409.3141371763
888	2220.0	372.7924501422337	103467.73638480216	103467.73638595283	103467.73638506692
889	2222.5	373.21226145996144	103526.12574614768	103526.12574729521	103526.12574642125
890	2225.0	373.63207277768913	103584.48227639555	103584.48227758436	103584.48227667563
891	2227.5	374.05188409541694	103642.80603090073	103642.80603210347	103642.80603118826
892	2230.0	374.4716954131447	103701.09706480156	103701.09706601485	103701.09706509103
893	2232.5	374.8915067308723	103759.35543310877	103759.35543434981	103759.35543339964
894	2235.0	375.3113180486001	103817.58119067638	103817.58119193521	103817.58119096955
895	2237.5	375.7311293663279	103875.77439220836	103875.77439348747	103875.77439252003
896	2240.0	376.1509406840556	103933.9350922685	103933.93509356864	103933.93509256864
897	2242.5	376.5707520017833	103992.06334522991	103992.06334654929	103992.06334554518
898	2245.0	376.9905633195111	104050.15920534641	104050.15920668775	104050.15920565881
899	2247.5	377.4103746372388	104108.22272671004	104108.22272808597	104108.22272703229
900	2250.0	377.8301859549666	104166.25396327568	104166.25396466134	104166.25396360455
901	2252.5	378.2499972726943	104224.25296882447	104224.2529702271	104224.25296914885
902	2255.0	378.66980859042206	104282.21979699672	104282.21979843063	104282.21979733589
903	2257.5	379.0896199081498	104340.15450130314	104340.15450276122	104340.15450164795
904	2260.0	379.5094312258775	104398.05713508795	104398.0571365598	104398.0571354304
905	2262.5	379.9292425436053	104455.92775154061	104455.92775304517	104455.92775189904
906	2265.0	380.349053861333	104513.76640373062	104513.7664052504	104513.76640408003
907	2267.5	380.76886517906075	104571.57314454204	104571.57314609777	104571.57314491164
908	2270.0	381.1886764967885	104629.34802676522	104629.34802834019	104629.34802712352
909	2272.5	381.60848781451625	104687.09110299456	104687.09110459183	104687.09110336826
910	2275.0	382.02829913224394	104744.80242570762	104744.80242733551	104744.80242608499
911	2277.5	382.44811044997175	104802.48204722496	104802.48204888529	104802.48204761672
912	2280.0	382.86792176769944	104860.13001974788	104860.13002143377	104860.13002014297
913	2282.5	383.2877330854272	104917.74639531161	104917.74639702476	104917.74639570761
914	2285.0	383.707544403155	104975.33122580373	104975.33122752889	104975.33122620315
915	2287.5	384.12735572088263	105032.88456298003	105032.88456473548	105032.8845633909
916	2290.0	384.54716703861044	105090.40645847275	105090.40646026298	105090.40645888429
917	2292.5	384.96697835633813	105147.89696373993	105147.89696555465	105147.8969641576
918	2295.0	385.38678967406594	105205.35613010943	105205.35613195082	105205.35613054353
919	2297.5	385.80660099179363	105262.78400879446	105262.78401067485	105262.7840092357
920	2300.0	386.2264123095214	105320.18065085162	105320.18065275226	105320.18065129466
921	2302.5	386.6462236272491	105377.54610717733	105377.54610910645	105377.54610762789
922	2305.0	387.06603494497693	105434.88042855421	105434.8804305142	105434.88042901197
923	2307.5	387.4858462627046	105492.18366563582	105492.18366763287	105492.18366610115
924	2310.0	387.9056575804323	105549.4558689115	105549.4558709338	105549.4558693736
925	2312.5	388.32546889816007	105606.6970887605	105606.69709082205	105606.69708923386
926	2315.0	388.7452802158878	105663.90737539581	105663.90737748842	105663.90737588178
927	2317.5	389.1650915336156	105721.08677892348	105721.08678105993	105721.08677942313
928	2320.0	389.58490285134326	105778.23534931635	105778.23535145575	105778.23534980969
929	2322.5	390.00471416907106	105835.35313636709	105835.3531385597	105835.35313687588
930	2325.0	390.4245254867988	105892.44018979542	105892.4401920147	105892.44019030852
931	2327.5	390.84433680452656	105949.49655914839	105949.49656140526	105949.49655966864
932	2330.0	391.26414812225426	106006.52229384745	106006.52229613552	106006.52229438077
933	2332.5	391.683959439982	106063.51744319273	106063.51744551654	106063.51744372532
934	2335.0	392.10377075770975	106120.4820563285	106120.48205869486	106120.48205688717
935	2337.5	392.5235820754375	106177.41618230863	106177.41618470888	106177.41618286623
936	2340.0	392.94339339316525	106234.31987001252	106234.31987244752	106234.31987056925
937	2342.5	393.36320471089294	106291.19316820694	106291.19317068894	106291.1931687838
938	2345.0	393.78301602862075	106348.03612553624	106348.03612804193	106348.03612612048
939	2347.5	394.20282734634844	106404.84879050139	106404.84879305284	106404.84879109218
940	2350.0	394.62263866407625	106461.63121148547	106461.63121407414	106461.63121208841
941	2352.5	395.0424499818039	106518.38343672629	106518.38343936259	106518.38343734741
942	2355.0	395.4622612995317	106575.10551437474	106575.10551704129	106575.10551498906
943	2357.5	395.88207261725944	106631.79749238747	106631.79749509785	106631.79749301975
944	2360.0	396.3018839349872	106688.45941865035	106688.45942140318	106688.45941928972
945	2362.5	396.7216952527149	106745.09134090677	106745.09134369677	106745.09134155347
946	2365.0	397.14150657044263	106801.69330675682	106801.69330959034	106801.69330741417
947	2367.5	397.5613178881704	106858.26536369341	106858.265366574	106858.26536436264
948	2370.0	397.9811292058981	106914.80755908853	106914.80756200397	106914.80755975643
949	2372.5	398.4009405236259	106971.3199401627	106971.3199431261	106971.31994084409
950	2375.0	398.82075184135357	107027.80255403779	107027.80255704958	107027.80255474425
951	2377.5	399.2405631590814	107084.25544771184	107084.25545076374	107084.25544841829
952	2380.0	399.66037447680907	107140.6786680337	107140.67867112887	107140.6786687558
953	2382.5	400.0801857945369	107197.07226175307	107197.07226489669	107197.07226245545
954	2385.0	400.49999711226457	107253.43627549149	107253.43627868193	107253.43627622332
955	2387.5	400.9198084299923	107309.77075573444	107309.77075898259	107309.77075648778
956	2390.0	401.33961974772006	107366.07574888326	107366.07575217493	107366.07574965026
957	2392.5	401.75943106544776	107422.35130117052	107422.3513045125	107422.35130195017
958	2395.0	402.1792423831755	107478.59745874783	107478.59746213237	107478.59745953868
959	2397.5	402.59905370090326	107534.81426760709	107534.81427105064	107534.81426841629
960	2400.0	403.018865018631	107591.0017736643	107591.00177714993	107591.00177446866
961	2402.5	403.43867633635875	107647.16002267772	107647.16002621781	107647.16002349892
962	2405.0	403.85848765408656	107703.28906031	107703.28906390147	107703.2890611514
963	2407.5	404.2782989718142	107759.38893208664	107759.38893574104	107759.38893294377
964	2410.0	404.698110289542	107815.45968344614	107815.45968715141	107815.45968431156
965	2412.5	405.11792160726975	107871.50135968138	107871.50136343489	107871.50136054856
966	2415.0	405.53773292499744	107927.51400596822	107927.51400977535	107927.51400685456
967	2417.5	405.9575442427252	107983.49766737848	107983.49767124237	107983.49766827495
968	2420.0	406.3773555604529	108039.45238885909	108039.45239277928	108039.45238976975
969	2422.5	406.7971668781807	108095.37821525101	108095.37821922507	108095.37821617375
970	2425.0	407.21697819590844	108151.27519126123	108151.27519529317	108151.27519219877
971	2427.5	407.63678951363613	108207.14336149664	108207.1433655937	108207.1433624431
972	2430.0	408.0566008313639	108262.98277045172	108262.98277460996	108262.98277142037
973	2432.5	408.4764121490917	108318.79346249682	108318.79346671421	108318.79346348198
974	2435.0	408.8962234668194	108374.57548189786	108374.57548617147	108374.57548289277
975	2437.5	409.3160347845472	108430.3288727869	108430.32887712555	108430.3288737966
976	2440.0	409.7358461022748	108486.05367919547	108486.05368360801	108486.0536802319
977	2442.5	410.15565742000257	108541.74994508298	108541.74994954039	108541.74994611614
978	2445.0	410.5754687377304	108597.41771420462	108597.4177187311	108597.41771525746
979	2447.5	410.99528005545807	108653.05703028596	108653.05703487672	108653.05703135241
980	2450.0	411.4150913731858	108708.66793690198	108708.66794155733	108708.66793798433
981	2452.5	411.83490269091357	108764.25047753254	108764.25048225223	108764.25047862885
982	2455.0	412.2547140086413	108819.80469552676	108819.80470032056	108819.80469664479
983	2457.5	412.67452532636906	108875.33063415752	108875.33063901712	108875.33063528732
984	2460.0	413.09433664409676	108930.82833655615	108930.82834148128	108930.82833769728
985	2462.5	413.5141479618245	108986.29784575077	108986.29785074524	108986.2978469089
986	2465.0	413.9339592795523	109041.73920466656	109041.7392097351	109041.73920584595
987	2467.5	414.35377059728	109097.15245612744	109097.1524612636	109097.15245731974
988	2470.0	414.77358191500775	109152.53764282614	109152.5376480379	109152.53764403755
989	2472.5	415.1933932327355	109207.8948073752	109207.89481265341	109207.89480859849
990	2475.0	415.6132045504632	109263.22399224399	109263.22399760634	109263.22399349391
991	2477.5	416.033015868191	109318.52523984305	109318.52524527657	109318.52524110508
992	2480.0	416.4528271859187	109373.79859242045	109373.79859794036	109373.79859370991
993	2482.5	416.87263850364644	109429.0440921729	109429.04409776595	109429.04409347782
994	2485.0	417.2924498213742	109484.26178115957	109484.26178682115	109484.26178247113
995	2487.5	417.71226113910194	109539.45170130857	109539.451707065	109539.45170264979
996	2490.0	418.1320724568297	109594.61389451388	109594.613900347	109594.61389586484
997	2492.5	418.55188377455744	109649.74840249249	109649.748408401	109649.74840386579
998	2495.0	418.97169509228513	109704.85526690095	109704.85527289334	109704.85526829268
999	2497.5	419.3915064100129	109759.93452927408	109759.93453534722	109759.93453068359
1000	2500.0	419.81131772774063	109814.98623104767	109814.98623719327	109814.98623247819
